lemma	top	first_tag
وكالة	I	I2.2/S5
كمبيوتر	Y	Y2
فرع	S	S5+c
شعري	Q	Q3
صعيد	O	O4.4
عبادة	S	S9
مفتوح	A	A10
أفريقي	Z	Z2
سكان	S	S5+/H4
غني	I	I1.1
خالد	L	L1+/T2
مشارك	S	S1.1.3+m
بغداد	Z	Z2
أفاد	Q	Q2.2
غاز	O	O1.3
ٱتجه	M	M1
خليفة	S	S7.1-/S2m
تصنيع	I	I4
مرور	M	M1
ربع	N	N5
ظهر-	A	A8
أدخل	M	M1
مبكر	T	T4
عملي	A	A1.6
كافة	N	N5.1
فضائي	N	N3.6
قل-	N	N5-/A2.1
كلما	Z	Z5
تأمين	I	I1/A15
معيار	A	A6.2
كنيسة	S	S9/H1c
تكنولوجيا	Y	Y1
ذاكرة	X	X2
ط	Z	Z5
مكة	Z	Z2
جريمة	G	G2.1
حاكم	S	S7.1
عم	A	A1.8
شر	G	G2.2
إيجابي	A	A5.1
حيوي	A	A11.1
قبول	S	S1.1.1
نيل	A	A9
مقبل	N	N4
قمة	W	W3
قطعة	N	N5.1
جريدة	Q	Q4.2
معارض	S	S7.3/S2m
أمني	G	G2.1
رسم-	X	X2.4
نور	W	W2
قناة	W	W3/M4
هندسة	Y	Y1
إصدار	I	I2.2/M2
غابة	W	W3/L3
توقع	X	X2.6
وقف	T	T2
إمكانية	A	A7
لسان	B	B1
ظهر	T	T1.2
رفع	M	M2
ساب	S	S1.1.2-/Q2.2
ٱنتمى	S	S1.1.3
صيف	T	T1.3
نادر	N	N6
دمشق	Z	Z2
إبراهيم	Z	Z1m
خطير	A	A15
أخلاقي	G	G2.2
كفى-	N	N5
أفق	W	W3
محكمة	G	G2.1
حداثة	T	T2
ٱحتياج	S	S6
تركيز	A	A11.1
مقبر	L	L1-/H1
قبل-	A	A9
سادس	N	N1
أسهم	S	S1.1.3
وحى-	S	S8
ملعقة	O	O2
تشجيع	S	S8
شريحة	O	O2
سجل	Q	Q1.2/G1.1
مؤسس	T	T2+/S2m
فهم	X	X2.5
صندوق	O	O2
ٱتفق	A	A6.1
لعب	X	X5.2
غرض	X	X7
سوري	Z	Z2/S2m
تلميذ	P	P1/S2m
زواج	S	S4
طيب	A	A5.1
كافر	S	S2mf
بات-	M	M8
كم	N	N3.3
أذكر	X	X4.1
ٱنتخاب	G	G1.2/X7
ثماني	N	N1
تب-	L	L1
أغلب	N	N5
ممن	Z	Z5
راحة	E	E3
سبتمبر	T	T1.3
تمتع	E	E2
نهائي	N	N4
فتاة	T	T3-/S2f
رفض	X	X7
باكستان	Z	Z2
علامة	O	O4.1
ثانوي	A	A11.1
كافي	N	N5
قبيلة	S	S5
مثقف	X	X2
ٱستعداد	A	A1.1.1
صعوبة	A	A12
بقاء	M	M8
واجب	S	S6
مصنع	I	I4/H1
أنتج	F	F1
قلق	E	E6
سوء	S	S1.2.4
أذن	B	B1
وزن	N	N3.5
نمط	A	A4.1
قصر	H	H1
صنع-	A	A1.1.1
إمارة	Z	Z2
مؤلف	A	A1.1.1
عصبي	E	E6
توزيع	A	A9
بالغ	N	N5.1
سلسلة	S	S5+/I2.1
إحساس	E	E1
مميز	S	S7.1
آلي	O	O2
غذائي	F	F1
نووي	Y	Y1
مطار	M	M5/M7
مناخ	W	W4
هجرة	M	M1/M7
وفاة	L	L1
سيدة	S	S2.1f
أبان	Q	Q2.2/A7
مطلق	A	A5.1
بيروت	Z	Z2
توجيه	M	M6
مرتبط	A	A2.2
جاز-	S	S7.4
رمز	Q	Q1.1
مستخدم	I	I3.1/S2mf
نوم	B	B1
منظم	S	S7.1+/S2m
زعيم	S	S7.1+/S2m
خسارة	I	I1.2
نهضة	A	A2.1
ثقة	E	E6
نظم	S	S7.1
ناقد	Q	Q2.2/S2m
ثمن	A	A11.1
مسافة	N	N3.3
لوح	Q	Q1.2
سائل	O	O1.2
طائر	L	L2m
ميدان	O	O4.4
مفتاح	A	A11.1
حاد	S	S8-/E2
حكم-	G	G2.1/I3.2/S2m
مساء	T	T1.3
سلوك	S	S1.1.1
عادي	A	A6.2
مهنة	I	I3.1
خارجية	G	G1.1
منتصف	N	N4
تشغيل	A	A1.1.1
ٱستعمال	A	A1.5.1
طائفة	S	S5
إله	Z	Z4
تمنى	X	X7
وشى-	O	O4.1
وثيقة	Q	Q1.2
عناية	S	S8
تبين	A	A4.2
يابان	Z	Z2
مقدس	S	S9
هندي	Z	Z2/S2m
موظف	I	I3.1/S2m
ريح	W	W4
بديل	A	A2.1
ضعيف	S	S1.2.5
شعبة	S	S5
مسافر	M	M3/S2m
قتل-	L	L1
فريد	Z	Z1m
مصطلح	Q	Q3
بال	X	X1
غياب	S	S1.1.3
تسجيل	Q	Q1.2/G1.1
تدريس	P	P1
أد-	A	A1.1.1
جذر	L	L3
تكليف	I	I1.3
متعلق	A	A1.7
حقل	F	F4
أصلي	T	T3
عكس-	A	A10
مقارنة	A	A6.1
ساهم	S	S1.1.3
عبدالله	Z	Z1m
مدرسي	P	P1
ٱرتبط	A	A1.7
تمثل	A	A1.6
قيم	I	I1.3
أشد	S	S1.2.5
ترتيب	Q	Q2.2
نسيج	B	B5
جناح	L	L2
مخطوط	Q	Q1.2
ٱنتقال	M	M6/A2.1
شعاع	W	W2
غبار	O	O1.1
أبدى	A	A4.2
نظرية	X	X4.1
ترجم	Q	Q3
معد	X	X7
إجمالي	A	A1.8
محافظ	S	S7.1+/S2m
نسبي	A	A13
إدريس	Z	Z1m
واسطة	X	X4.2
تكوين	A	A1.1.1
وقع	Q	Q1.1
متقدم	T	T3
منزلة	A	A5.1
غد	T	T1.1.3
نقدي	I	I1
حرف	Q	Q1.2
ضحية	A	A1.1.2/G2.1/S2mf
تشريع	G	G2.1
تاسع	N	N1
ثر-	Z	Z99
سائد	A	A11.1
إيجاد	A	A10
ساحل	W	W3/M4
نشأ-	N	N5+/A2.1
جندي	G	G3/S2mf
عبدالعزيز	Z	Z99
تجمع	S	S5+c
تذكر	X	X2.2
أهلي	G	G1.1
ٱنتظار	T	T1.3
أوضح	A	A7+/Q2.2
معرفي	X	X2.2
أسس	T	T2
ٱستهدف	X	X7
مقدار	N	N5
سقط-	M	M1
لقب	Q	Q4
لحم	F	F1
ثلاثون	N	N1
قاعة	H	H2
جنس	S	S2
سياق	O	O4.1/A3
ٱستهلاك	J	JJ
مكانة	M	M6
عقال	B	B5
دل-	Q	Q2.1
تحرك	M	M1
حلقة	Q	Q1.3
مضاد	Z	Z5
حاج	Q	Q2.2
توازن	O	O4.1/B1
تصور	C	C1
بد-	M	M1
ونى-	Z	Z99
صبح	Q	Q2.2/S1.2.4
أمل-	Z	Z99
خطاب	Q	Q2.1
ذهبي	O	O4.3
ٱتهام	Q	Q2.2
سير	M	M6
إقليمي	M	M7
أحاط	M	M6
نسخة	A	A5.4
ذهن	X	X1
أسيا	Z	Z2
كوبا	Z	Z2
تساؤل	A	A7
فم	B	B1
سوريا	Z	Z2
نخل	Z	Z99
دجاج	L	L2
سهل	A	A12
آلان	Z	Z1m
مرآة	O	O2
حجاب	B	B5
سجن	G	G2.1/H1
عكس	Z	Z5
ياباني	Z	Z2/S2mfnc
ٱحترام	S	S7.2
تحسين	A	A5.1+/A2.1
حينما	Z	Z5
طرح	Q	Q2.2
تفاعل	S	S1.1.2
صين	Z	Z2
متكامل	A	A5.1
لندن	Z	Z2
خمسون	Z	Z99
شعور	E	E1
أقدم	A	A1.1.1
روسيا	Z	Z2
ٱعتراف	Q	Q2.2
قياس	A	A6.1
عيد	F	F1
عل	A	A7
ٱقتضى	Q	Q2.2
أحسن	S	S7.1+/S2.2m
سعي	A	A1.1.1
ضرر	A	A1.1.2
خصوصية	A	A6.2
أوجد	A	A10
مشاهد	Q	Q4.3/S2mf
واقعي	A	A3+/A1.6
أتم	N	N5.1
صادر	J	JJ
ٱختفى	A	A10
جهاد	Z	Z99
مسيرة	M	M1
ٱعتقاد	X	X2.1
أعظم	S	S7.2+/Q2.2
فاق-	A	A5.1
بث	Q	Q4.3
سيما	A	A14
هام	A	A11.1
ٱتخاذ	A	A9
سفينة	M	M4fn
دوري	N	N6
درى-	X	X2.2
كهربائي	O	O3
صيد	X	X2.4
سمك	L	L2mfnc
سي	Z	Z5
شدة	N	N5
شاكر	S	S1.2.4
مشعر	E	E1
كلي	A	A13.2
صحافة	Q	Q4.2
صف	O	O4.4
تعريف	X	X2.2
تولى	Z	Z99
محصول	I	I1.1
خص-	E	E6
موج	W	W3/M4
وراثي	B	B1
صمت	X	X3.2
حاجب	B	B1
أمامي	M	M6
طابع	X	X2.1
بطل	Q	Q4.1/S2.2m
ريال	Z	Z99
حمل	I	I1.3
شهيد	S	S9/S2mf
ذكرى	S	S1.1.1
ٱستفادة	I	I1.1
أزرق	O	O4.3
دراس	P	P1
إيراني	Z	Z99
مهاجر	M	M1/M7/S2mf
ذاك	Z	Z5
سلعة	O	O2
وضوح	A	A10
سرطان	B	B2
حفاظ	S	S8
تساءل	Q	Q2.2
متاح	Z	Z5
ٱمتلك	A	A9
قطب	M	M1
ٱختبار	P	P1
فرض	O	O4.2
أنشأ	T	T2
شعار	Q	Q2.1
داء	B	B2
أكمل	N	N5.1
مرجع	M	M6
خلف	Z	Z5
ملبس	B	B5
تسبب	Z	Z5/A2.2
قيد	A	A1.7
تطلب	X	X7
جدير	S	S1.1.4
ربط-	B	B5
صدام	Z	Z1m
ٱستحق	S	S1.1.4
بي	Z	Z5
حكاية	Q	Q2.1
متابعة	A	A1.1.1
أصولي	S	S9
شغل-	H	H4
عصفور	L	L2mfn
قطر	Z	Z2
عنف	E	E3
إيران	Z	Z2
حج	M	M1/S9
عزيز	E	E2
سعود	Z	Z99
قاعد	M	M8
تحدي	A	A12
صلاح	A	A5.4
حكمة	X	X2.2
طه	Z	Z99
ٱتبع	M	M1
إذاعة	Q	Q4.3
واصل	T	T2
ضيق	N	N3.7
سرقة	G	G2.1-/A9
إبداعي	T	T3
مقياس	A	A6.2
عظم	B	B1
نكاح	S	S4
إداري	S	S7.1
أحس	E	E1
سماك	L	L2mfnc
بئر	B	B2
عالج	E	E4.2
بنت	S	S4f
كارثة	A	A5.1
تسع	Z	Z99
صخر	O	O2
راهن	T	T1.1.2
حظي-	E	E2
ركن	T	T2
متنوع	A	A6.3
طفولة	T	T3
نية	X	X7
ٱقتصر	N	N3.7-/A2.1
أدنى	X	X4.2
ٱتفاق	A	A6.1
ضيف	H	H4/S2mf
أرضية	T	T1.1.1
مرجاني	O	O4.3
بك	Z	Z99
لاحق	T	T4
خيري	S	S8
رئاسة	S	S7.1
دبيب	N	N3.8-/A2.1
حضر-	S	S1.1.3
ٱكتفى	Z	Z99
مبدع	T	T3-/S2mf
خريطة	Q	Q1.2/W3
غناء	K	K2
جاد	A	A5.2
قط	C	C1
حرص-	X	X7
حرص	X	X7
آمن	X	X2.1
زاوية	O	O4.4
ديوان	I	I2.1/H1c
أعد	A	A1.1.1
تهمة	Q	Q2.2
ٱستقلال	S	S5
ين	I	I1
مستقل	S	S5
ٱضطر	S	S6
شائع	N	N5.1
تعرف	S	S3.1/S2mf
ليبيا	Z	Z2
هجوم	E	E3
إرهاب	G	G2.1
تردد	Z	Z99
رئة	B	B1
ٱتصل	S	S1.1.1
عمان	Z	Z2
باريس	Z	Z2
مكون	A	A1.8
أنف	B	B1
شمالي	M	M6
وافق	A	A6.1
وإن	Z	Z99
حلول	S	S9/T1.3
غادر	K	K1/T1.3
سهولة	A	A12
مؤشر	A	A10
روحي	S	S9
مقر	M	M6
كشف	Q	Q2.2
خشب	O	O1.1
فوز	X	X9.2
تصريح	Q	Q2.2
ردد	Q	Q4.3/N6
أربعون	N	N1
قاضي	G	G2.1/I3.2/S2mf
مهندس	Y	Y1/I3.2/S2mf
أجمع	A	A6.1
قطع	Q	Q2.2
بقر	L	L2fn
تسويق	I	I2.2
بترول	O	O1.2
جاري	T	T1.1.2
سابع	N	N1
تأثر	Z	Z99
تاجر	I	I2.2/S2mf
ألخ	Z	Z4
حذر	X	X2.2+/A15
بارد	O	O4.6
ورد-	A	A8
ٱشترى	I	I2.2
موعد	T	T1.1
عملة	I	I1
أنثى	S	S2.1
ٱستقرار	A	A2.1
بصر	X	X4.1
سافر	M	M1
تلفزيون	Q	Q4.3
عولمة	Z	Z99
تبع	S	S7.1-/S2mf
مكن	S	S8
ٱحتفال	E	E4.1
بر	F	F1
مطر	W	W4
تهديد	E	E3-/Q2.2
ٱنخفاض	N	N5-/A2.1
مبارك	Z	Z4
مختبر	Y	Y1/H1c
وعد-	A	A7+/Q2.1
شبكي	N	N5
سقوط	M	M1
مركب	M	M4fn
راكب	L	L2/S2mf
هدف-	X	X7
ٱنطلاق	M	M1
ٱطلاع	P	P1
هدوء	E	E3
ترك	Z	Z99
خلا-	Z	Z99
آنذاك	Z	Z5
حافظ	S	S7.1+/S2mf
ثبت-	Z	Z99
ٱلتحق	S	S5
تنوع	A	A6.3
بريطانيا	Z	Z2
منطق	X	X2.1
ٱكتسب	A	A9
كوان	O	O2
ولي	N	N4/S2mf
ٱتسع	N	N3.2+/A2.1
جفاف	O	O1.2
وفر	A	A9
جراحي	B	B3
متطور	A	A5.1+/A2.1
هدد	E	E3-/Q2.2
راح-	T	T2
ٱستقبل	A	A9
نادى	Q	Q2.2
مساعد	S	S8
إد	O	O4.2
بارز	A	A11.1
مقدم	A	A9
يوناني	Z	Z2
خطورة	A	A11.1
متوقع	X	X2.6
شرح	Q	Q2.2/A7
مهني	I	I3.2
قدم-	M	M1
مرء	S	S2.2m
قابل	X	X9.1
ٱجتمع	A	A1.2
ولادة	B	B1
أيها	Z	Z4
خرج	A	A9
مناقشة	Q	Q2.2/E3
ضمان	A	A7+/Q2.2
ركز	X	X5.1
دكتوراة	P	P1
مجهول	X	X2.2
جوار	Z	Z5
جثة	L	L1-/S2mf
وقة	Z	Z99
نيويورك	Z	Z99
جلسة	T	T1.3
علق	Q	Q2.1
صيغة	A	A4.1
سبحان	S	S7.2+/Q2.2
رحم-	Z	Z99
أس	S	S8+/S2mf
مخرج	Y	Y2
أمان	A	A15
ٱستفاد	Z	Z99
ٱضطراب	E	E3
صيانة	A	A1.1.1
فاجأ	X	X2.6
تحويل	A	A2.1
تدخل	S	S1.1.3
مباشرة	T	T2
تخطيط	X	X7
منهجي	X	X4.2
جدل	Q	Q2.2
ديسمبر	T	T1.3
ث	Z	Z3
محكم	G	G2.1/X6/S2mf
ٱستقبال	H	H2
ذهاب	T	T1.1.2
موجة	W	W3/M4
بحيرة	W	W3/M4
موجه	M	M6
تجاه	Z	Z5
مجمع	S	S5+c
تخصص	A	A4.2
تراوح	A	A2.1
ٱستغرق	N	N4
فجر	T	T1.2
محرك	O	O3
شجع	S	S8
شقيق	S	S4m
أجمل	N	N5+/A2.1
ٱرتدى	B	B5
دماغ	B	B1
ٱحتفظ	A	A9
أسمى	Q	Q2.2
يناير	T	T1.3
هيدروجين	O	O1.3
تقنية	X	X4.2
شيعي	Z	Z99
طال-	Z	Z99
مستهلك	I	I2.2/S2mf
سلوكي	S	S1.1.1
سويس	Z	Z99
ٱحتل	H	H4
منشأة	T	T2
رائحة	B	B4
لج-	T	T2
كثرة	N	N5
مثير	S	S7.1
ملح	A	A11.1
حكيم	S	S1.2.6
تشكيلي	X	X3.4
سودان	Z	Z2
تأليف	Q	Q1.2
ضبط	A	A5.3
قانوني	G	G2.1
إسهام	S	S1.1.3
حفظ	S	S8
نتج-	A	A2.2
تبع-	M	M1
أدار	M	M6
محاضر	P	P1/S2mf
فور	Z	Z99
يمن	Z	Z2
نفط	O	O1.2
موضوعي	G	G2.2/S5
أسطورة	S	S9/Q2.2
ٱشتمل	A	A1.8
بصل	F	F1
راعي	S	S7.1+/S2mf
باكستاني	Z	Z2/S2mf
نافذة	H	H2
فاعل	A	A1.1.1/S2mf
تركيب	A	A1.1.1
فقد-	X	X9.2
خصيصة	A	A6.2
أسفل	M	M6
مضمون	E	E4.2
مرضي	A	A5.1
مسرحي	K	K4
منتخب	Q	Q4.1
عقلي	X	X2
أصغر	N	N3.2
مقصد	X	X7
حب-	S	S3.2
جذب	O	O4.2
أصفر	N	N5
ٱمتداد	H	H1
ضفة	I	I1/H1
ٱبتعد	Z	Z99
جواب	Q	Q2.2
أصيل	A	A5.4
جمعة	T	T1.3
نحيل	N	N3.5
أيديولوجي	X	X4.1
عائد	M	M1
توفر	Z	Z99
قاتل	L	L1
عطاء	S	S1.2.2
ماري	Z	Z1f
مشرف	S	S7.1+/S2mf
شهرة	I	I3.2
وضح	A	A7+/Q2.2
مسار	M	M3
صبي	T	T3-/S2mf
أكتوبر	T	T1.3
نزل-	M	M1
ٱدعى	Q	Q2.2/A5.2
أسر	A	A9
أكل-	F	F1/B1
تكون	Z	Z99
ثروة	I	I1.1
دمع	B	B1
قناع	G	G3
ثامن	N	N1
مركزي	A	A11.1
جبهة	M	M6
موافقة	A	A6.1
ٱستقر	Z	Z99
كيلومتر	N	N3.3
رياضة	K	K5.1
جنيه	N	NN1
تحكم	S	S7.1
حامل	O	O2
مهتم	X	X5.2
قمر	W	W1
مربع	O	O4.4
صياغة	Q	Q1.2
تحمل	X	X2.1
نظير	A	A6.1+/S2mf
مدار	M	M7/W1
كتلة	G	G1.1/S5+c
ولس-	A	A5.2
فحص	P	P1
ٱنضم	O	O2
ربط	A	A1.1.1
مختل	E	E6
ٱختراع	X	X2.1
ميلادي	Z	Z99
مائدة	H	H5
أرنب	L	L2mfn
شاشة	Y	Y2
جولة	M	M1
فاني	T	T1.3
خالي	N	N5
مشهور	X	X2.2
صنع	H	H1
وادي	W	W3
قارة	B	B1
جوهر	B	B5
فشل	X	X9.2
لبث-	M	M8
تشكيل	A	A2.1
عدل	G	G2.1
أعلم	Q	Q2.1
وقوف	M	M6
تعزيز	S	S8
هجمة	E	E3
هادئ	Z	Z2
تجهيز	O	O2
معل	B	B2
حزن	E	E4.1
ناقص	N	N5.1
توصل	M	M1
مؤثر	S	S7.1
ٱنتماء	S	S5+c
يورو	Z	Z2
قلة	N	N5
تصرف	S	S1.1.1
تجنب	A	A1.9
تمييز	A	A6.1
ألق	O	O4.3
بصري	X	X3.4
نقص	N	N5
شريط	K	K3
صحافي	O	O4.2
جعل	A	A1.1.1
مبادرة	A	A1.1.1
ٱستعمار	S	S7.1
نبأ	Q	Q2.2
حفل	S	S1.1.1
مراقبة	X	X2.4
غطاء	O	O2
إصبع	B	B1
دي	Z	Z5
جنسي	S	S3.2
شتى	N	N5.1
ملاحظة	X	X3.4
أقوى	S	S1.2.5
صيني	Z	Z2/Q3
رغب-	X	X7
ربح	I	I1.1
عجز	S	S1.2.5
مقتضى	S	S6
عشب	L	L3
ٱعتداء	E	E3
ألمانيا	Z	Z2
مقيم	H	H4
منحة	I	I1
قاوم	S	S8
أنزل	M	M6
وجبة	F	F1
إيقاع	K	K2
سائق	M	M3/S2mf
إلغاء	T	T2
مر	X	X3.1
ٱبتدائي	A	A12
مس-	X	X3.3
درويش	Z	Z99
ٱثنان	N	N1
أر	Z	Z99
قصد-	X	X7
طبق	Q	Q2.2
قطع-	A	A1.1.1
مخاطر	Z	Z99
توحيد	S	S5
علي	A	A5.1
أردن	Z	Z2
عقاب	G	G2.1
صح-	Z	Z99
مشرك	Z	Z99
إس	Z	Z99
خضع-	A	A9
برج	H	H1
فساد	G	G2.2
نصر	X	X9.2
صدد	S	S7.2
لجأ-	S	S6
ٱنفجار	A	A1.1.1
روضة	L	L3/H3
مقام	M	M7
إيطالي	Z	Z2
ني	F	F1
محور	M	M1
مرتفع	A	A11.1
فيلسوف	X	X2.1/S2mf
ٱفترض	X	X2.6
سرعان	Z	Z99
تحديث	T	T1.1.2
أوفر	N	N5+/A2.1
مرافق	S	S3.1/S2mf
تلبية	Z	Z99
عدسة	O	O2
تحالف	S	S5+c
بساطة	A	A5.4
كيان	O	O2
جغرافي	W	W3
تنسيق	S	S7.1
مصير	M	M3
ٱكتئاب	E	E4.1
ٱعترف	Q	Q2.2
زمني	T	T1.1
مفيد	A	A1.5.2
ٱبتسم	E	E4.1
وقوع	A	A2.1
ذاكر	Q	Q2.1
مخصص	Q	Q2.2
إعطاء	A	A9
نائم	B	B1
خفيف	W	W2
جلد	I	I2.2
تقييم	A	A5.1
نوبل	Z	Z1
صوة	M	M7/A11.2
محتمل	A	A7
عبء	N	N5
حساسية	X	X2.5+/E1
موضع	M	M7
فعالية	X	X9.2
حصان	L	L2mfn
ٱبتداء	T	T2
مفتش	G	G2.1/S2mf
ري	A	A9-/O1.2
مخالف	A	A6.1
إضافي	N	N5
مد	N	N3.3
ٱفتتاح	A	A1.1.1
بقعة	O	O4.4
أزهر	O	O4.3
بعدما	Z	Z5
جنوبي	M	M6
معلوف	I	I2.2/H5
دام	N	N4
قلل	N	N5-/A2.1
معتمد	S	S7.4
غزو	G	G3
محارب	G	G3/S2mf
رقابة	Q	Q4/S7.4
بلدة	M	M7
خيال	X	X2.1/A6.2
دراسي	P	P1
حلوى	F	F1
سيرة	Q	Q4.1
لقي-	A	A1.2
أسف	E	E4.1
حجة	A	A5.4-/A2.2
فجأة	N	N3.8
أنسى	Z	Z99
غالبية	N	N5+++c
كفر	S	S9
تخلص	A	A1.7
رمل	O	O1.1
نوعي	A	A4.1
تونس	Z	Z2
كمال	A	A5.1
تسامح	S	S7.4
متن	M	M3
عقار	Z	Z99
تبادل	A	A9/S1.1.2
منتجع	S	S6
ٱرتباط	A	A2.2
سكني	H	H1
رؤى	X	X4.1
غضب	E	E3
ٱقتراب	X	X4.2
رام	Z	Z99
تكامل	A	A1.8
لولا	Z	Z7
تعديل	A	A2.1
فرعون	S	S7.1+/S2.2m
عجيب	X	X2.6
عود	K	K2
ناقش	Q	Q2.2
فارس	S	S7.1+/G3/S2.2m
قتال	S	S8
شرف	A	A6.1
خيمة	H	H1
ضرب	I	I3.1
ألس	A	A11.1-/Q2.2
دافع	X	X5.2
بدوي	Z	Z2/S2mf
تجديد	A	A5.1+/A2.1/H1
سائر	T	T2
ٱنخفض	N	N5-/A2.1
بعثة	S	S7.4
رحيل	M	M1
متزايد	N	N5+/A2.1
نامي	A	A2.1
أولي	N	N4
برلمان	G	G1.1
ستيني	T	T1.3
تشخيص	B	B3
صداقة	S	S3.1
تمثيل	G	G1.1
رافق	S	S3.1
لغوي	Q	Q3
مقدور	N	N3.2
صاروخ	G	G3
متهم	G	G2.1/S2mf
فاز-	X	X9.2+/S7.3
هرم	H	H1
إلهي	S	S9
جدي	A	A11.1
عمالة	I	I3.1
ناعم	O	O4.5
عروس	S	S4m
صليبي	S	S8
تصنيف	A	A4.1
صرخ-	Q	Q2.2/X3.2
ثوب	B	B5
دخل	I	I1.1
ثقيل	N	N3.5
ممارس	A	A1.1.1
متعة	E	E4.2
عنصري	S	S5
صبر	E	E3
ساخن	O	O4.6
صور	A	A1.4
خلفي	M	M6
خلق-	A	A1.1.1
لية	O	O4.4
تأصيل	Z	Z99
نت	N	N5
مسلح	O	O4.1/A2.1
إشراف	S	S7.1
ملون	Z	Z99
ٱنتصار	X	X9.2
دع-	Z	Z99
تسهيل	S	S8
إخراج	A	A1.1.1
ميناء	M	M4/M7
أجد	T	T2+/A2.1
عنى	E	E6
متى	Z	Z5
خائف	E	E5
واشنطون	Z	Z2
ٱستغلال	A	A1.5.1
مصطفى	X	X7
تصحيح	A	A5.3+/A2.1
إقبال	X	X4.2
رفيع	N	N3.7
أغنى	A	A5.1+/A2.1
أبريل	Z	Z1f
كيفية	S	S1.1.1
حظ	A	A1.4
إقليم	M	M7
مختار	X	X7
مزية	O	O4.1
أنهى	N	N5.1
تبنى	A	A9
عصري	T	T3
مبلغ	N	N5
لوحة	C	C1
مالك	I	I2.1/S2mf
قلعة	G	G3/M7
إسباني	Z	Z2
فرح	E	E4.1
مثالي	A	A5.1
ده	M	M6
جاحظ	Z	Z99
موحد	S	S5
ٱلتفت	X	X5.1
مسقط	M	M7/S4
بيض	L	L2
إعجاب	S	S7.2
مقرر	S	S6
ميل	X	X7
طار-	A	A10
شرطة	G	G2.1
فسطاط	S	S2.1/A8
تام	N	N5.1
نجيب	G	G2.2
أسرع	N	N3.8
أرجع	Z	Z99
عمود	O	O2
صدق	A	A5.4
شقة	H	H1/H4
حار	O	O4.6
صلب	B	B1
مجاور	M	M6
بحرين	Z	Z2
جمهوري	G	G1.2
معاملة	B	B3
حرم	S	S7.4
بضع	N	N5
مهارة	X	X9.1
جان	Z	Z1f
مزرع	F	F4/M7
ظلام	W	W2
مستقبلي	T	T1.1.3
طراز	A	A5.1
إنفاق	I	I1.2
تراب	O	O4.2
قماش	B	B5
أسمع	Z	Z99
قاع	N	N4
تكلم	Q	Q2.1
تخفيف	N	N5-/A2.1
مشاهدة	X	X3.4
حديد	S	S1.2.5
تغطية	Q	Q4/N5
عمرة	Z	Z99
ضاع-	A	A10
تخصيص	N	N5
أسد	L	L2mfn
كأس	O	O2
مثلما	Z	Z5
سعودية	Z	Z99
محاضرة	Q	Q2.2
بطن	B	B1
ثانية	N	N4
وليد	A	A2.2
كفاءة	X	X9.1
تسليم	M	M2
مختص	X	X2.2
علماني	S	S9
توبة	E	E4.1
تكنولوجي	Y	Y1
آنا	Z	Z1f
أخت	S	S4f
قات-	S	S8
أرسطو	Z	Z1m
عجوز	Z	Z99
بعث-	M	M2
إحصائي	N	N2
زي	A	A6.1
كمن-	Z	Z99
ندوة	P	P1
آفة	Z	Z5
سيادة	S	S7.1
سورة	Z	Z99
معتقد	X	X2.1
كهرباء	O	O3
سفير	G	G1.1/S2mf
أفغانستان	Z	Z2
نشأة	N	N3.2+/A2.1
تعدى	N	N5.2
خشبي	O	O1.1
سمة	O	O4.1
تارة	Z	Z5
رجوع	M	M6
نم	Q	Q2.2/A5.2
سيء	A	A5.1
مغلق	A	A10
حفظ-	F	F1
ضحك-	E	E4.1+/X3.2
مل	X	X5.2
صالة	H	H2
تركيا	Z	Z2
يمين	Q	Q2.2
توسع	N	N3.2+/A2.1
نفذ	O	O2
خريج	P	P1/S2mf
بذل-	X	X8
فيل	L	L2mfn
منح	A	A9
أنى-	T	T3
معاناة	A	A12
عادل	G	G2.2
حرك	T	T2
فتنة	A	A6.1
ظن	X	X2.1
مواصفة	Q	Q2.2
ٱستجابة	A	A6.1
لبى	Z	Z99
ذهني	X	X2
نشيط	X	X5.2
عقاري	I	I1.2/H1
إحياء	S	S1.1.1
معقد	A	A12
تصدير	I	I2.2/M2
منطلق	X	X4.1
نسمة	S	S2/N5c
نصراني	S	S9
سباق	K	K5.1
ضربة	S	S8
نبوي	Q	Q2.2/T1.1.3/S9
تعليق	Q	Q2.1
عقب	Z	Z5
رصد	X	X3.4/S2mf
سوفيتي	Z	Z99
شتاء	T	T1.3
فعال	X	X9.2
بحثي	X	X2.4
حرام	G	G2.2-/S9
شبه	A	A6.1
عبر-	E	E3
أخفى	M	M7/A10
خيط	O	O1.1
تخزين	A	A9
مراجعة	Q	Q4
ٱستعادة	B	B2
ٱستعمل	I	I3.1
مطلب	Q	Q2.1
صنف	P	P1c
نما-	N	N3.2+/A2.1
محتوى	E	E4.2
أسقط	T	T2
فقر	I	I1.1
لفظ	Q	Q3
ٱتضح	Z	Z99
آن	T	T1
سارس	Z	Z99
عمارة	H	H1
بري	W	W3
بذل	I	I1.2
ميزانية	I	I1
سلم-	Z	Z99
متواصل	T	T2
موهبة	X	X9.1
شيطان	S	S9m
أجاد	Z	Z99
حراري	O	O4.6
ليبي	Z	Z2
دعوى	G	G2.1
وارد	M	M1
عيش	L	L1
تأمل	X	X2.1
كاهن	S	S9/S2mf
صرح	Q	Q2.2
تزوج	Z	Z99
محب	S	S3.2/S2mf
حمى-	S	S8
غصن	S	S5+c
مكتوب	Q	Q1.2
